buildYear,salesPeriodTotal,numberOfRooms,paymentCash,residentialArea,areaWeighted,postal,dateRemoved,city,lat,lon,price_area,price_area_log,sale_year,geometry
1971,,4,1595000.0,114.0,115.0,3650,11-08-2012,Ølstykke,55.780931316528566,12.162907451968485,13869.565217391304,9.537452165837832,2012,POINT (698341.0003564296 6186227.003181411)
1971,496.0,4,1695000.0,114.0,115.0,3650,27-03-2012,Ølstykke,55.780931316528566,12.162907451968485,14739.130434782608,9.598261170433437,2012,POINT (698341.0003564296 6186227.003181411)
1864,,4,2795000.0,174.0,170.0,3550,23-10-2012,Slangerup,55.818118847297754,12.228793055517366,16441.176470588234,9.707544227521074,2012,POINT (702278.0004353541 6190554.00317553)
1968,,5,1295000.0,126.0,130.0,3650,30-05-2012,Ølstykke,55.76936346718085,12.117092442213476,9961.538461538461,9.206486802660192,2012,POINT (695527.0003073893 6184810.003182917)
1953,,3,1195000.0,85.0,124.0,3650,31-05-2012,Ølstykke,55.79186670298003,12.169411369294627,9637.09677419355,9.173375177742711,2012,POINT (698693.000363806 6187462.003179437)
1800,,5,2295000.0,152.0,152.0,3660,06-11-2012,Stenløse,55.80039878751871,12.220222388507374,15098.684210526315,9.622362880630506,2012,POINT (701833.0004244425 6188558.003178737)
1987,,4,2430000.0,151.0,147.0,3670,11-12-2012,Veksø Sjælland,55.753406246955564,12.240354427482009,16530.61224489796,9.712969228537995,2012,POINT (703339.0004499499 6183390.003188103)
1959,,3,2195000.0,87.0,93.0,3660,07-07-2012,Stenløse,55.76428892970568,12.192143303613104,23602.15053763441,10.069093111338153,2012,POINT (700259.0003900402 6184460.003185089)
1939,,7,3575000.0,204.0,246.0,3650,11-02-2013,Ølstykke,55.792715855580084,12.160879236972306,14532.520325203252,9.584144198177881,2013,POINT (698154.0003542183 6187532.003179132)
1971,,4,1350000.0,102.0,103.0,3650,13-02-2013,Ølstykke,55.77965853327679,12.165898997053153,13106.796116504855,9.480886162184976,2013,POINT (698535.0003597813 6186094.003181704)
1968,,4,2295000.0,116.0,120.0,2765,02-07-2012,Smørum,55.73463819884272,12.297580117648986,19125.0,9.858751658694736,2012,POINT (707028.0005286746 6181472.003192979)
1968,,3,2295000.0,116.0,120.0,2765,07-02-2012,Smørum,55.73463819884272,12.297580117648986,19125.0,9.858751658694736,2012,POINT (707028.0005286746 6181472.003192979)
1977,,4,1795000.0,110.0,113.0,3650,27-08-2012,Ølstykke,55.7778550378372,12.176902789095562,15884.955752212389,9.673127761192175,2012,POINT (699234.0003722982 6185925.003182234)
1970,,5,1245000.0,114.0,115.0,3650,16-04-2013,Ølstykke,55.78607036314916,12.170711317945335,10826.08695652174,9.289713959517695,2013,POINT (698804.0003652552 6186821.003180563)
2006,,6,3995000.0,177.0,183.0,3660,21-05-2013,Stenløse,55.76300807950891,12.17566246601741,21830.601092896173,9.991067984341091,2013,POINT (699232.0003708041 6184270.003185042)
1936,,3,4500000.0,233.0,112.0,2765,05-11-2012,Smørum,55.73538356138937,12.322947818393619,40178.57142857143,10.601089083445453,2012,POINT (708616.0005664517 6181631.00319349)
1965,,3,1495000.0,78.0,85.0,3550,11-11-2012,Slangerup,55.81209149805699,12.227223832077373,17588.235294117647,9.774985508316608,2012,POINT (702211.0004333297 6189879.003176646)
1971,,5,1325000.0,114.0,115.0,3650,23-08-2013,Ølstykke,55.77993291628597,12.163624121961796,11521.739130434782,9.35199088903921,2013,POINT (698391.0003572273 6186118.003181615)
1966,,3,1000000.0,105.0,111.0,3650,14-08-2012,Ølstykke,55.79454248270667,12.143648742165587,9009.009009009009,9.10598035665194,2012,POINT (697065.0003353487 6187686.003178507)
1926,,6,3745000.0,171.0,176.0,3660,06-06-2013,Stenløse,55.7640076376303,12.191897055350585,21278.409090909092,9.965448179895304,2013,POINT (700245.000389747 6184428.003185138)
1970,,4,1500000.0,146.0,119.0,3660,17-11-2012,Stenløse,55.80170459620289,12.22596472606724,12605.042016806723,9.441852172960909,2012,POINT (702186.0004316841 6188720.003178604)
1970,,4,1580000.0,146.0,119.0,3660,26-04-2013,Stenløse,55.80170459620289,12.22596472606724,13277.310924369747,9.49381191189162,2013,POINT (702186.0004316841 6188720.003178604)
1971,,4,1495000.0,102.0,103.0,3650,27-09-2012,Ølstykke,55.77990932622241,12.165935302368364,14514.563106796117,9.582907776577288,2012,POINT (698536.0003598235 6186122.003181659)
1976,,5,1795000.0,124.0,128.0,3650,27-07-2012,Ølstykke,55.79216487194165,12.140297519155768,14023.4375,9.5484853159849,2012,POINT (696867.0003317409 6187412.003178912)
2002,,3,1975000.0,101.0,97.0,3670,12-10-2012,Veksø Sjælland,55.77067717489895,12.22772141611772,20360.82474226804,9.921367977813976,2012,POINT (702457.0004337697 6185274.003184551)
1970,,5,2365000.0,154.0,161.0,3650,07-02-2013,Ølstykke,55.79253079202315,12.144268468685109,14689.44099378882,9.594884214923708,2013,POINT (697114.0003360071 6187464.003178901)
1949,,1,895000.0,26.0,34.0,3550,07-09-2012,Slangerup,55.82343959616817,12.203777174349847,26323.529411764706,10.17821847264083,2012,POINT (700684.0004042699 6191073.003174023)
1949,,1,845000.0,26.0,34.0,3550,01-05-2013,Slangerup,55.82343959616817,12.203777174349847,24852.941176470587,10.12073138172315,2013,POINT (700684.0004042699 6191073.003174023)
1915,,9,2195000.0,311.0,311.0,3660,26-04-2013,Stenløse,55.76682163968554,12.194662787300956,7057.877813504823,8.861899692312175,2013,POINT (700404.000393047 6184749.003184652)
1962,,7,2795000.0,166.0,184.0,3550,10-12-2012,Slangerup,55.81301769673456,12.220706480192275,15190.217391304348,9.62840690696235,2012,POINT (701798.0004251074 6189963.00317634)
1962,293.0,7,2495000.0,166.0,184.0,3550,29-07-2013,Slangerup,55.81301769673456,12.220706480192275,13559.782608695652,9.51486352955877,2013,POINT (701798.0004251074 6189963.00317634)
2002,746.0,2,1895000.0,102.0,98.0,3670,01-02-2013,Veksø Sjælland,55.77040637120996,12.227762812464944,19336.73469387755,9.869761917828091,2013,POINT (702461.0004338209 6185244.003184606)
2002,,4,1849000.0,102.0,98.0,3670,12-08-2013,Veksø Sjælland,55.77040637120996,12.227762812464944,18867.34693877551,9.84518803169869,2013,POINT (702461.0004338209 6185244.003184606)
1961,,3,1595000.0,88.0,123.0,3660,27-10-2012,Stenløse,55.76500583102339,12.193270344353257,12967.479674796748,9.470199938828664,2012,POINT (700326.0003913816 6184543.003184971)
1969,,5,2875000.0,127.0,149.0,2765,18-04-2013,Smørum,55.73444595871711,12.299715059320755,19295.302013422817,9.867616926268129,2013,POINT (707163.0005317832 6181457.003193066)
1966,,3,2695000.0,172.0,193.0,3670,26-04-2013,Veksø Sjælland,55.77051829457823,12.23171144788324,13963.730569948186,9.544218573420348,2013,POINT (702708.0004388617 6185268.003184665)
1969,,4,1895000.0,132.0,139.0,3650,22-10-2012,Ølstykke,55.791951178222526,12.140216481012745,13633.093525179856,9.520255463367972,2012,POINT (696863.0003316533 6187388.003178951)
1920,,5,1395000.0,167.0,181.0,3660,24-05-2013,Stenløse,55.7690907978501,12.203843288466866,7707.182320441989,8.949907941971777,2013,POINT (700968.0004040987 6185028.003184388)
1920,,5,1495000.0,167.0,181.0,3660,07-09-2012,Stenløse,55.7690907978501,12.203843288466866,8259.668508287294,9.019139733541099,2012,POINT (700968.0004040987 6185028.003184388)
1976,,1,7495000.0,235.0,303.0,3670,20-06-2012,Veksø Sjælland,55.77768510141058,12.249038643818293,24735.973597359734,10.116013884009465,2012,POINT (703757.0004614737 6186116.003183664)
1971,,4,3850000.0,155.0,163.0,2765,27-02-2013,Smørum,55.73912267709815,12.30634122471027,23619.63190184049,10.069833505457204,2013,POINT (707554.0005415374 6181997.003192348)
1967,,5,1495000.0,137.0,137.0,3650,21-10-2012,Ølstykke,55.78486935326612,12.1810000378877,10912.408759124088,9.297655838978798,2012,POINT (699455.0003770645 6186717.003180969)
2005,,3,1639000.0,77.0,77.0,3650,06-09-2012,Ølstykke,55.793305796372756,12.153666256827442,21285.714285714286,9.965791435872283,2012,POINT (697699.000346239 6187577.0031789)
1998,,3,1650000.0,82.0,83.0,3660,15-09-2012,Stenløse,55.77353296612125,12.205531871787818,19879.518072289156,9.897445238080165,2012,POINT (701051.0004061718 6185527.003183573)
1963,,4,2250000.0,187.0,134.0,2765,22-05-2013,Smørum,55.735737796289165,12.272957722953382,16791.044776119405,9.72860097422969,2013,POINT (705477.0004937099 6181521.00319218)
1981,,5,2595000.0,140.0,142.0,3670,15-10-2012,Veksø Sjælland,55.75116056541816,12.237553754518983,18274.647887323943,9.813270016980866,2012,POINT (703175.0004462998 6183132.003188472)
1972,,5,1795000.0,123.0,128.0,3660,15-11-2012,Stenløse,55.79512367155115,12.270839705001507,14023.4375,9.5484853159849,2012,POINT (705032.0004910552 6188120.003180828)
1970,,4,1695000.0,114.0,115.0,3650,29-11-2012,Ølstykke,55.785448238177366,12.171825433206047,14739.130434782608,9.598261170433437,2012,POINT (698877.0003665199 6186755.003180699)
1970,,3,1675000.0,114.0,115.0,3650,01-10-2012,Ølstykke,55.7867344902305,12.175280634922647,14565.217391304348,9.586391594878053,2012,POINT (699087.0003704753 6186908.003180514)
1973,,4,3495000.0,150.0,157.0,2765,05-12-2012,Smørum,55.73721395732237,12.30076155117892,22261.146496815287,10.010598128301739,2012,POINT (707214.0005333251 6181768.003192568)
1973,,4,3395000.0,150.0,157.0,2765,27-06-2013,Smørum,55.73721395732237,12.30076155117892,21624.20382165605,9.981568513626625,2013,POINT (707214.0005333251 6181768.003192568)
1960,,4,1825000.0,120.0,163.0,3650,27-09-2013,Ølstykke,55.798555955227506,12.157522355979973,11196.319018404907,9.323340344191967,2013,POINT (697914.0003505161 6188172.003177964)
1970,,5,3495000.0,145.0,184.0,2765,15-11-2013,Smørum,55.74305417563725,12.298561507115965,18994.565217391304,9.851908176041063,2013,POINT (707045.0005301419 6182411.003191402)
1973,,5,1995000.0,140.0,146.0,3650,01-12-2012,Ølstykke,55.78769170809856,12.141548825582598,13664.383561643835,9.522547986597765,2012,POINT (696968.0003330604 6186918.003179785)
2006,,3,2340000.0,112.0,114.0,3650,07-06-2013,Ølstykke,55.79259693025074,12.159561078262264,20526.315789473683,9.929463038939389,2013,POINT (698072.0003527506 6187515.003179133)
1967,,3,1375000.0,108.0,108.0,3650,04-10-2012,Ølstykke,55.775933566645186,12.172981943076895,12731.481481481482,9.451833061958588,2012,POINT (698998.0003677949 6185700.003182533)
1976,,5,1695000.0,125.0,120.0,3650,30-04-2013,Ølstykke,55.7777259671731,12.177721759214435,14125.0,9.555701556014641,2013,POINT (699286.000373241 6185913.003182273)
1971,,5,1695000.0,130.0,127.0,3660,02-03-2013,Stenløse,55.79450993396942,12.269240195811525,13346.456692913385,9.499006212338097,2013,POINT (704935.0004888459 6188047.003180906)
1971,,5,1575000.0,130.0,127.0,3660,18-04-2013,Stenløse,55.79450993396942,12.269240195811525,12401.574803149606,9.425578743783278,2013,POINT (704935.0004888459 6188047.003180906)
1967,,4,2095000.0,124.0,132.0,3660,31-01-2013,Stenløse,55.789607569508426,12.272371613412268,15871.212121212122,9.672262188752004,2013,POINT (705157.000493149 6187511.003181911)
1997,,4,2595000.0,126.0,129.0,3650,01-02-2013,Ølstykke,55.77398487870697,12.173939976802926,20116.279069767443,9.909284670220455,2013,POINT (699068.000368881 6185486.003182922)
1983,,4,1995000.0,113.0,120.0,3670,27-10-2012,Veksø Sjælland,55.75175912094339,12.235993310802712,16625.0,9.718662865524054,2012,POINT (703074.0004442838 6183194.003188324)
1968,,4,2295000.0,135.0,161.0,3660,22-11-2012,Stenløse,55.78784518698266,12.270691923644351,14254.658385093167,9.56483903649232,2012,POINT (705061.000490817 6187310.00318221)
1996,,5,3295000.0,131.0,137.0,2765,14-11-2012,Smørum,55.734788764537896,12.290294745287769,24051.094890510947,10.08793580009062,2012,POINT (706570.0005181569 6181467.00319277)
1917,652.0,9,3985000.0,192.0,218.0,3670,03-02-2012,Veksø Sjælland,55.77398681348252,12.233147151544854,18279.816513761467,9.813552807417363,2012,POINT (702780.00044072 6185658.003184034)
1974,965.0,5,1395000.0,156.0,169.0,3550,20-02-2013,Slangerup,55.81607236823263,12.23140179121942,8254.437869822485,9.01850625831453,2013,POINT (702452.0004386766 6190334.003175971)
1959,,5,1895000.0,128.0,137.0,3670,29-10-2012,Veksø Sjælland,55.75583629870168,12.236506591076104,13832.116788321167,9.53474847067054,2012,POINT (703085.000444966 6183649.00318756)
1967,,5,2095000.0,138.0,193.0,3660,27-10-2012,Stenløse,55.76363537953465,12.183032619554222,10854.922279792747,9.29237392243349,2012,POINT (699691.000379329 6184361.003185052)
2005,,3,1625000.0,78.0,78.0,3650,22-11-2012,Ølstykke,55.79346810335198,12.153647468737814,20833.333333333332,9.944309547056383,2012,POINT (697697.0003462189 6187595.00317887)
2002,,4,2395000.0,129.0,123.0,3670,23-05-2013,Veksø Sjælland,55.770629996390724,12.228148135000836,19471.544715447155,9.876709433454735,2013,POINT (702484.000434312 6185270.00318457)
2002,,4,2245000.0,129.0,123.0,3670,05-09-2013,Veksø Sjælland,55.770629996390724,12.228148135000836,18252.032520325203,9.812031723786074,2013,POINT (702484.000434312 6185270.00318457)
1971,,4,1350000.0,102.0,103.0,3650,04-12-2012,Ølstykke,55.780057682311615,12.166457820325336,13106.796116504855,9.480886162184976,2012,POINT (698568.0003604129 6186140.003181637)
1971,,5,1895000.0,124.0,131.0,3650,31-01-2013,Ølstykke,55.76869793289658,12.118873252294428,14465.648854961832,9.579532073297512,2013,POINT (695642.000309207 6184741.003183071)
1999,,3,1695000.0,82.0,83.0,3660,04-11-2012,Stenløse,55.77327138604692,12.205909129568994,20421.68674698795,9.92435269100009,2012,POINT (701076.0004066299 6185499.003183633)
1964,,4,1698000.0,158.0,105.0,3650,21-11-2013,Ølstykke,55.79376024528185,12.160820280652967,16171.42857142857,9.691001295695907,2013,POINT (698145.0003541575 6187648.003178932)
1954,,5,1100000.0,108.0,122.0,3550,08-04-2013,Slangerup,55.81805682599184,12.229442617847756,9016.393442622952,9.106799693035342,2013,POINT (702319.0004361817 6190549.003175554)
1954,,5,1100000.0,108.0,122.0,3550,08-04-2013,Slangerup,55.81805682599184,12.229442617847756,9016.393442622952,9.106799693035342,2013,POINT (702319.0004361817 6190549.003175554)
1996,,6,3150000.0,147.0,149.0,2765,31-12-2013,Smørum,55.7350766930615,12.290621751706025,21140.939597315435,9.958966704856357,2013,POINT (706589.0005186275 6181500.003192725)
1999,,4,1725000.0,109.0,106.0,3660,01-11-2013,Stenløse,55.773091715152376,12.205559421527898,16273.584905660377,9.69729851433553,2013,POINT (701055.0004062032 6185478.003183658)
1973,,6,2095000.0,130.0,150.0,3660,28-03-2013,Stenløse,55.793239708632605,12.270011398755688,13966.666666666666,9.54442881724212,2013,POINT (704990.0004899029 6187908.003181167)
2009,,7,4800000.0,185.0,190.0,2765,04-12-2013,Smørum,55.73663698137235,12.306832032764301,25263.157894736843,10.137102403717634,2013,POINT (707598.0005422515 6181722.003192833)
2006,,3,1975000.0,81.0,81.0,3650,11-04-2013,Ølstykke,55.789994461431554,12.158329002913993,24382.716049382718,10.10162980164492,2013,POINT (698008.0003513705 6187222.003179608)
1962,,4,2695000.0,136.0,172.0,3650,22-12-2012,Ølstykke,55.79881268862496,12.154877820237392,15668.60465116279,9.659414285511781,2012,POINT (697747.0003475971 6188193.003177874)
1972,,5,1995000.0,123.0,128.0,3660,07-01-2013,Stenløse,55.79497378194958,12.271066516831135,15585.9375,9.654124344386483,2013,POINT (705047.000491368 6188104.003180859)
1971,,4,1370000.0,102.0,103.0,3650,01-11-2013,Ølstykke,55.777351202185145,12.16298408664116,13300.970873786408,9.495592309574672,2013,POINT (698364.0003564988 6185829.003182097)
1968,,4,1695000.0,115.0,115.0,2765,21-02-2013,Smørum,55.73538879015053,12.270872901175206,14739.130434782608,9.598261170433437,2013,POINT (705348.0004908219 6181476.003192199)
1970,,4,1575000.0,114.0,117.0,3650,07-12-2012,Ølstykke,55.78589325765262,12.17130320433266,13461.538461538461,9.507591895444115,2012,POINT (698842.0003659276 6186803.003180606)
1996,,4,3445000.0,132.0,136.0,2765,28-05-2013,Smørum,55.73594116388367,12.288893888068134,25330.882352941175,10.139779576693844,2013,POINT (706476.0005161567 6181591.003192519)
1877,,2,1345000.0,72.0,77.0,3650,04-07-2013,Ølstykke,55.79192668964258,12.171267294318373,17467.532467532466,9.768099149164392,2013,POINT (698809.0003659143 6187474.003179456)
1972,,5,2550000.0,175.0,184.0,3650,29-05-2013,Ølstykke,55.78745991055194,12.138307179291214,13858.695652173914,9.536668159525624,2013,POINT (696766.0003295948 6186883.003179777)
1967,,4,1945000.0,134.0,137.0,3650,30-08-2013,Ølstykke,55.78924389756381,12.146588335363965,14197.080291970802,9.560791609206559,2013,POINT (697276.0003384991 6187105.003179564)
1967,,5,2095000.0,148.0,156.0,3660,08-01-2013,Stenløse,55.76431101468362,12.181939596797012,13429.48717948718,9.505208104088839,2013,POINT (699619.0003780606 6184433.003184904)
1991,,3,1890000.0,76.0,79.0,2765,21-12-2012,Smørum,55.73391312206642,12.29109739823882,23924.050632911392,10.082639534568804,2012,POINT (706625.0005193047 6181372.003192957)
1991,117.0,3,2150000.0,76.0,79.0,2765,08-08-2013,Smørum,55.73391312206642,12.29109739823882,27215.189873417723,10.211530547636825,2013,POINT (706625.0005193047 6181372.003192957)
1991,,3,2050000.0,76.0,82.0,2765,21-12-2012,Smørum,55.73395282184139,12.29062271260976,25000.0,10.126631103850338,2012,POINT (706595.0005186237 6181375.003192938)
1971,,7,2495000.0,187.0,179.0,3650,19-07-2012,Ølstykke,55.78432878373743,12.138406235393546,13938.54748603352,9.542413481327001,2012,POINT (696788.0003296859 6186535.003180377)
1975,,6,2498000.0,166.0,169.0,2765,04-09-2013,Smørum,55.74168127296599,12.29846151444526,14781.065088757396,9.601102254744587,2013,POINT (707046.0005299898 6182258.003191661)
1975,,6,2598000.0,166.0,169.0,2765,10-07-2012,Smørum,55.74168127296599,12.29846151444526,15372.781065088757,9.640353761289608,2012,POINT (707046.0005299898 6182258.003191661)
1961,,6,2645000.0,165.0,174.0,3650,30-01-2013,Ølstykke,55.79837942146594,12.157045220684502,15201.149425287356,9.629126324060008,2013,POINT (697885.0003499872 6188151.003177988)
1929,,5,2795000.0,163.0,174.0,3660,05-02-2013,Stenløse,55.799581498376796,12.223618354413205,16063.218390804597,9.684287365356807,2013,POINT (702050.000428708 6188477.00317896)
1973,,5,2250000.0,157.0,169.0,2765,22-01-2013,Smørum,55.74654670185161,12.307097201889643,13313.60946745562,9.496542059257528,2013,POINT (707562.0005426906 6182825.003190954)
1730,,5,2995000.0,281.0,270.0,2765,26-06-2013,Smørum,55.739380847013386,12.29138269438591,11092.592592592593,9.314032830533312,2013,POINT (706614.0005197404 6181981.003191921)
2006,,4,2250000.0,117.0,117.0,3650,13-06-2013,Ølstykke,55.79704335203611,12.153058908699741,19230.76923076923,9.864266839382847,2013,POINT (697642.0003455894 6187991.003178179)
2006,252.0,4,2095000.0,117.0,117.0,3650,25-10-2013,Ølstykke,55.79704335203611,12.153058908699741,17905.982905982906,9.792890176540618,2013,POINT (697642.0003455894 6187991.003178179)
1966,,4,1760000.0,97.0,100.0,3650,29-07-2013,Ølstykke,55.76914734165877,12.168746189415195,17600.0,9.775654181026242,2013,POINT (698767.0003629474 6184933.003183757)
1984,,3,1475000.0,96.0,96.0,3660,15-05-2013,Stenløse,55.794019352995306,12.264698695101359,15364.583333333334,9.63982035628822,2013,POINT (704653.0004826151 6187979.003180895)
1971,,5,1595000.0,114.0,115.0,3650,01-08-2013,Ølstykke,55.78052006852501,12.164214127488954,13869.565217391304,9.537452165837832,2013,POINT (698425.0003578919 6186185.003181512)
1975,,5,2200000.0,130.0,127.0,3660,15-05-2013,Stenløse,55.7923805790991,12.269524434483055,17322.834645669293,9.759780831869953,2013,POINT (704964.0004892276 6187811.00318132)
1850,51.0,6,2795000.0,182.0,184.0,3660,02-04-2013,Stenløse,55.799825164177435,12.223925800882414,15190.217391304348,9.62840690696235,2013,POINT (702068.0004290967 6188505.003178921)
1850,,6,2695000.0,182.0,184.0,3660,05-04-2012,Stenløse,55.799825164177435,12.223925800882414,14646.739130434782,9.591973004716248,2012,POINT (702068.0004290967 6188505.003178921)
1964,,7,2350000.0,160.0,162.0,3660,31-05-2013,Stenløse,55.76917752496389,12.204998679070215,14506.172839506173,9.582329550887957,2013,POINT (701040.0004055025 6185041.003184396)
1972,,5,1865000.0,138.0,145.0,3650,03-04-2013,Ølstykke,55.787651165265686,12.13821088167052,12862.068965517241,9.462037868639479,2013,POINT (696759.0003294932 6186904.00317974)
1971,,3,1550000.0,97.0,105.0,3550,14-09-2013,Slangerup,55.811810115148255,12.2221872694901,14761.904761904761,9.599805138737906,2013,POINT (701897.000426962 6189833.003176597)
1971,199.0,4,1150000.0,97.0,105.0,3550,05-09-2013,Slangerup,55.811810115148255,12.2221872694901,10952.380952380952,9.301312150181909,2013,POINT (701897.000426962 6189833.003176597)
1968,,4,1895000.0,126.0,144.0,2765,18-07-2013,Smørum,55.7120369137397,12.299193596253419,13159.722222222223,9.484916096922664,2013,POINT (707249.0005309167 6178963.00319731)
1965,,4,1675000.0,103.0,105.0,3650,26-06-2013,Ølstykke,55.79308938141588,12.151239141033773,15952.380952380952,9.67736337308378,2013,POINT (697548.0003435777 6187546.003178907)
1967,,4,1995000.0,129.0,129.0,3650,23-02-2013,Ølstykke,55.776261399361296,12.1731681133306,15465.116279069767,9.646342203944428,2013,POINT (699008.0003680092 6185737.003182475)
1971,,5,1825000.0,114.0,115.0,3650,18-04-2013,Ølstykke,55.779909845922354,12.165217487738387,15869.565217391304,9.67215841663548,2013,POINT (698491.0003590159 6186120.003181644)
1971,,4,1675000.0,114.0,115.0,3650,25-04-2013,Ølstykke,55.779909845922354,12.165217487738387,14565.217391304348,9.586391594878053,2013,POINT (698491.0003590159 6186120.003181644)
2006,,2,1795000.0,67.0,67.0,3650,19-06-2013,Ølstykke,55.79070853956174,12.158179400168068,26791.044776119405,10.195822960513551,2013,POINT (697995.000351208 6187301.003179471)
1970,,4,1495000.0,102.0,103.0,3650,15-07-2013,Ølstykke,55.786185498458885,12.173911674302204,14514.563106796117,9.582907776577288,2013,POINT (699004.0003689049 6186843.003180598)
1970,,4,1695000.0,114.0,118.0,3650,09-05-2013,Ølstykke,55.78561274650942,12.171025119887862,14364.406779661016,9.572508674331022,2013,POINT (698826.0003656095 6186771.003180659)
1968,,5,2895000.0,169.0,172.0,3650,22-08-2013,Ølstykke,55.78712067193353,12.13398794367712,16831.39534883721,9.73100119217578,2013,POINT (696497.000325012 6186833.003179778)
1877,,5,2195000.0,178.0,211.0,3670,20-05-2013,Veksø Sjælland,55.77380036120124,12.23442367293234,10402.843601895735,9.249834471015342,2013,POINT (702861.0004423612 6185641.003184096)
1971,,5,3145000.0,147.0,153.0,2765,16-05-2013,Smørum,55.7330730363682,12.300618900813973,20555.555555555555,9.930886526724242,2013,POINT (707227.0005330971 6181307.003193352)
1877,,8,1775000.0,222.0,228.0,2765,03-07-2012,Smørum,55.73526319883692,12.272886099241571,7785.087719298245,8.959965351937212,2012,POINT (705475.0004936081 6181468.003192267)
1970,,4,1495000.0,76.0,294.0,3650,21-02-2012,Ølstykke,55.7879735595389,12.143534061644454,5085.034013605442,8.534056997468243,2012,POINT (697091.000335195 6186955.003179759)
1970,,4,1495000.0,112.0,294.0,3650,21-02-2012,Ølstykke,55.7879735595389,12.143534061644454,5085.034013605442,8.534056997468243,2012,POINT (697091.000335195 6186955.003179759)
1970,,4,1495000.0,106.0,294.0,3650,21-02-2012,Ølstykke,55.7879735595389,12.143534061644454,5085.034013605442,8.534056997468243,2012,POINT (697091.000335195 6186955.003179759)
1857,1.0,5,4395000.0,200.0,279.0,3660,11-05-2012,Stenløse,55.752546589367476,12.182479413740456,15752.68817204301,9.664766307280049,2012,POINT (699713.0003786338 6183126.003187153)
1880,774.0,5,2295000.0,268.0,291.0,3660,15-04-2013,Stenløse,55.76151015843887,12.15250031954324,7886.59793814433,8.97292013430529,2013,POINT (697787.0003448131 6184037.003184944)
1991,,3,950000.0,77.0,85.0,3650,17-02-2012,Ølstykke,55.78952175014905,12.129729143714895,11176.470588235294,9.321566007086407,2012,POINT (696218.0003205445 6187088.003179255)
1971,,4,2145000.0,130.0,127.0,3660,21-11-2012,Stenløse,55.794616380634814,12.269632137841404,16889.76377952756,9.734463023885663,2012,POINT (704959.0004893865 6188060.003180897)
1988,,6,3100000.0,264.0,337.0,3650,26-05-2013,Ølstykke,55.79038078454221,12.15028625388983,9198.813056379822,9.126829739103012,2013,POINT (697502.0003425246 6187242.003179407)
1980,,4,1895000.0,127.0,128.0,3660,25-06-2013,Stenløse,55.80005637270442,12.222652086187837,14804.6875,9.602699132579046,2013,POINT (701987.0004274927 6188527.003178852)
1971,,5,1395000.0,114.0,115.0,3650,08-07-2013,Ølstykke,55.781086245380706,12.163175259228973,12130.434782608696,9.403472844874353,2013,POINT (698357.00035673 6186245.003181389)
1917,,9,12000000.0,385.0,453.0,3520,14-06-2013,Farum,55.80437169759199,12.331525654305699,26490.066225165563,10.184525082269241,2013,POINT (708785.0005799613 6189330.003180593)
1966,,8,3995000.0,225.0,277.0,3650,03-10-2013,Ølstykke,55.794018372057145,12.160920996822279,14422.382671480145,9.576536630995173,2013,POINT (698150.0003542709 6187677.003178884)
1971,,6,3675000.0,155.0,162.0,2765,16-11-2013,Smørum,55.73768096995331,12.306792908424706,22685.185185185186,10.02946735539669,2013,POINT (707590.0005421984 6181838.003192632)
1898,,5,4700000.0,242.0,246.0,3650,17-10-2013,Ølstykke,55.790891210542156,12.193538790749551,19105.691056910568,9.857741530747925,2013,POINT (700210.0003918204 6187423.003180044)
1996,,5,3345000.0,145.0,144.0,2765,25-07-2013,Smørum,55.74215441850505,12.291217945311262,23229.166666666668,10.053163951968465,2013,POINT (706589.0005195165 6182289.003191392)
1968,,4,2495000.0,103.0,153.0,3650,03-10-2013,Ølstykke,55.78621180650733,12.13543061640665,16307.18954248366,9.69936136577532,2013,POINT (696592.0003265336 6186736.003179973)
1968,,4,2350000.0,103.0,153.0,3650,09-11-2013,Ølstykke,55.78621180650733,12.13543061640665,15359.477124183006,9.639487964727905,2013,POINT (696592.0003265336 6186736.003179973)
1971,570.0,3,1395000.0,58.0,55.0,2765,23-05-2012,Smørum,55.736160228664474,12.274984997844088,25363.636363636364,10.141071788005132,2012,POINT (705602.0004965292 6181574.003192148)
1967,765.0,4,1745000.0,103.0,105.0,3650,11-10-2013,Ølstykke,55.79299994327954,12.153673434680705,16619.04761904762,9.718304763461141,2013,POINT (697701.0003462455 6187543.003178962)
1967,,4,1745000.0,103.0,105.0,3650,01-05-2013,Ølstykke,55.79299994327954,12.153673434680705,16619.04761904762,9.718304763461141,2013,POINT (697701.0003462455 6187543.003178962)
2001,,3,3950000.0,112.0,133.0,2765,14-06-2013,Smørum,55.737516319862785,12.323208894035414,29699.248120300752,10.29887700865555,2013,POINT (708621.00056686 6181869.003193091)
1966,,5,1795000.0,125.0,141.0,3660,02-08-2013,Stenløse,55.76628468970378,12.18626264028694,12730.496453900709,9.451755689526347,2013,POINT (699880.0003831154 6184665.003184603)
1972,,5,2995000.0,158.0,171.0,2765,25-10-2013,Smørum,55.747720102823536,12.307260323966455,17514.619883040934,9.770791233029026,2013,POINT (707566.0005429378 6182956.003190737)
1974,,3,1395000.0,84.0,84.0,3650,03-09-2013,Ølstykke,55.795136038015286,12.158362485361927,16607.14285714286,9.71758817439429,2013,POINT (697984.0003514313 6187794.003178628)
